gwas,specificity_id,conditional_annotation,annotation,beta,beta_se,pvalue
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SZNBL,-8.090003758251473e-10,4.614817281290612e-09,0.5695799941369722
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYNOR2,-1.3070885403066358e-09,5.977840505583735e-09,0.5865408464641969
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSPEP6,-1.486834489389128e-09,5.1714654859378915e-09,0.6131380737850379
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSNP1,-1.3593924540148489e-09,4.549498142574281e-09,0.6174538765525758
BMI_UKBB_Loh2018,mousebrain,MEGLU10,COP2,-1.3574932602323076e-09,4.074526982624106e-09,0.6304954540165698
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSNP2,-2.1138260763251524e-09,4.851772199672506e-09,0.6684659867721816
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACNT2,-1.69014962431161e-09,3.760403695558757e-09,0.6734499352642285
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENT6,-1.9385268139387334e-09,4.278431505480175e-09,0.6747590656932921
BMI_UKBB_Loh2018,mousebrain,MEGLU10,CR,-2.6912036731480256e-09,5.670903740873742e-09,0.6824509203448637
BMI_UKBB_Loh2018,mousebrain,MEGLU10,OPC,-1.8078023207688854e-09,3.7202082315511672e-09,0.6864955593813062
BMI_UKBB_Loh2018,mousebrain,MEGLU10,OBNBL3,-3.342674461784725e-09,6.531742974362463e-09,0.6955899527777304
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSNP4,-2.896078492659304e-09,5.628662697271099e-09,0.6965569368013221
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSPEP7,-2.6108051276094096e-09,5.0161453782076464e-09,0.6986355916920655
BMI_UKBB_Loh2018,mousebrain,MEGLU10,DGNBL1,-3.0801054951778727e-09,5.287988803424122e-09,0.7198756069833703
BMI_UKBB_Loh2018,mousebrain,MEGLU10,OBDOP2,-3.705064410085649e-09,6.10448627110109e-09,0.7280550427560118
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENT4,-2.8819603993758144e-09,4.676355862287185e-09,0.7311462471495105
BMI_UKBB_Loh2018,mousebrain,MEGLU10,HYPEP6,-4.115039623490009e-09,5.629146750098327e-09,0.767617658206399
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SCGLU5,-3.828784083845465e-09,5.07863361178283e-09,0.7745454949975072
BMI_UKBB_Loh2018,mousebrain,MEGLU10,RGSZ,-3.5924828032280525e-09,4.59245854038361e-09,0.7829682215770579
BMI_UKBB_Loh2018,mousebrain,MEGLU10,MOL3,-3.2076605993157234e-09,3.6968884051882207e-09,0.8072111183991069
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACOB,-3.237072128793818e-09,3.559632596954162e-09,0.8184262083986146
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENT2,-4.083408500895976e-09,4.166935820332986e-09,0.8364457693818862
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENT7,-5.375908491891166e-09,5.176560041085413e-09,0.8504836195577032
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACNT1,-3.9156448352520755e-09,3.748469505384085e-09,0.8518956648566574
BMI_UKBB_Loh2018,mousebrain,MEGLU10,MGL1,-6.1261701375885174e-09,5.394632153655346e-09,0.8719389992787576
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYNOR5,-6.190258904106743e-09,5.44961439443129e-09,0.8720024004422472
BMI_UKBB_Loh2018,mousebrain,MEGLU10,CBPC,-5.680416676369691e-09,4.9176740956992565e-09,0.8759757324983768
BMI_UKBB_Loh2018,mousebrain,MEGLU10,EPEN,-4.6327365070909855e-09,3.9634176836099774e-09,0.8787728316716859
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACTE1,-4.673615121268968e-09,3.781748834757754e-09,0.8917399284775802
BMI_UKBB_Loh2018,mousebrain,MEGLU10,HYPEP8,-8.277027326110665e-09,6.658334663586717e-09,0.8930859321852085
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VSMCA,-5.547378063195544e-09,4.127073400388984e-09,0.9105489738842576
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PSNP3,-5.8713051445009006e-09,4.269175864516589e-09,0.9154774172627468
BMI_UKBB_Loh2018,mousebrain,MEGLU10,MGL2,-7.662329622305304e-09,5.310448399997034e-09,0.9254725913197868
BMI_UKBB_Loh2018,mousebrain,MEGLU10,COP1,-5.808940876065276e-09,3.9963053003216785e-09,0.9269683095353284
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACMB,-5.5507536715449e-09,3.6773470039895043e-09,0.9344074713347241
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYNOR1,-7.637809772494088e-09,5.029219689331671e-09,0.9355793300279608
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYCHO1,-8.239500472667756e-09,5.336521670611474e-09,0.9387038138463504
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACTE2,-5.71518609022586e-09,3.668043282762956e-09,0.9403954813062324
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ACBG,-8.054100605745131e-09,4.27582245806253e-09,0.9701930042090016
BMI_UKBB_Loh2018,mousebrain,MEGLU10,DETPH,-1.1183367255438721e-08,5.859965852551067e-09,0.9718325282292668
BMI_UKBB_Loh2018,mousebrain,MEGLU10,RGDG,-8.49399379371597e-09,4.419970536529818e-09,0.972680184158302
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG4,-7.4151727845308286e-09,3.723436246712435e-09,0.9767862825718322
BMI_UKBB_Loh2018,mousebrain,MEGLU10,MGL3,-1.02417880649904e-08,5.1054571498258075e-09,0.9775743942813596
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PVM1,-1.0961212676667304e-08,5.174293785840475e-09,0.9829293048298698
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG1,-8.476779185478159e-09,3.963404644890105e-09,0.9837725251551859
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PVM2,-1.1862373958413983e-08,5.537618409248029e-09,0.9839090367262796
BMI_UKBB_Loh2018,mousebrain,MEGLU10,OEC,-8.459127221788795e-09,3.891872190458098e-09,0.9851300284058708
BMI_UKBB_Loh2018,mousebrain,MEGLU10,EPSC,-8.07506018441653e-09,3.7114141091099814e-09,0.9852125258542234
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG2,-9.305243926432609e-09,4.0137768586555125e-09,0.9897841993749352
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYNOR3,-9.711854363051397e-09,4.171977358863435e-09,0.9900407089589136
BMI_UKBB_Loh2018,mousebrain,MEGLU10,HYPEN,-9.435386327857252e-09,3.838939214615173e-09,0.9930106605087458
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG3,-9.788170335835204e-09,3.964338003575223e-09,0.9932264886822988
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VECA,-9.08549598589817e-09,3.6346230138210326e-09,0.9937852133897724
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SCHW,-1.3460852444791749e-08,5.306898480019817e-09,0.9944013749777711
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SYNOR4,-1.2153063818385912e-08,4.674081051554138e-09,0.9953401284821732
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VECV,-1.1591203443112367e-08,4.349532195515244e-09,0.9961497946479388
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ABC,-1.0981697565169363e-08,3.986902228594551e-09,0.9970603994340832
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG6,-1.0755441073046456e-08,3.8637373685124036e-09,0.997312768423558
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG5,-1.1088695506466933e-08,3.853052244038735e-09,0.9979983340579356
BMI_UKBB_Loh2018,mousebrain,MEGLU10,EPMB,-1.1410391443264324e-08,3.950719388738596e-09,0.9980626139077864
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SATG2,-1.2794523885353836e-08,4.297056358671967e-09,0.9985469943317901
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VLMC1,-1.408494346238971e-08,4.4103177965855935e-09,0.9992975308500728
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENTG7,-1.2170934852675314e-08,3.6403640633361256e-09,0.9995861015728952
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VECC,-1.3259764659884705e-08,3.9638559924045716e-09,0.9995888364447612
BMI_UKBB_Loh2018,mousebrain,MEGLU10,SATG1,-1.805631502325236e-08,4.831360166832654e-09,0.99990700209144
BMI_UKBB_Loh2018,mousebrain,MEGLU10,CHOR,-1.2359991043194807e-08,3.2775307115382768e-09,0.9999187446771796
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PER2,-1.4200490670221427e-08,3.739927768837026e-09,0.9999267699155704
BMI_UKBB_Loh2018,mousebrain,MEGLU10,VLMC2,-1.6549405152689218e-08,3.849322278204812e-09,0.9999914332186453
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PER1,-1.4985120286447948e-08,3.4684899744188124e-09,0.9999922112055192
BMI_UKBB_Loh2018,mousebrain,MEGLU10,PER3,-1.9637466925402238e-08,4.131634165542554e-09,0.9999989976699024
BMI_UKBB_Loh2018,mousebrain,MEGLU10,ENMFB,-2.1984909144420026e-08,3.8146936853836695e-09,0.9999999958737316
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU11,2.041641663494748e-08,5.34277418716027e-09,6.637131397292025e-05
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU10,1.8135926008812598e-08,5.41659886709613e-09,0.00040667256940652064
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEGLU5,2.8736184840550464e-08,8.861394979830806e-09,0.0005917001107055995
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH3,1.796720179949442e-08,5.617646124638704e-09,0.0006910806699905557
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU17,1.4408283235800549e-08,4.639817124608896e-09,0.0009502511620088283
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU19,1.5358657419701082e-08,4.968175203299718e-09,0.0009960479418866033
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH12,1.4241604137128606e-08,4.705362061891774e-09,0.0012362961415804574
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU23,1.1853405702794435e-08,3.929831622550505e-09,0.0012795559501051928
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU3,2.2639455284985024e-08,7.534556018060397e-09,0.001328997218163063
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBSER5,1.577280843398213e-08,5.309843080486098e-09,0.0014866503458233322
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU21,1.9794295065807644e-08,6.724509992097303e-09,0.0016220735891517605
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBGLU3,1.890315429689244e-08,6.500983135710068e-09,0.001820267275113378
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH5,2.114028091229728e-08,7.322827645064168e-09,0.0019452810519381145
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH2,1.88876208138157e-08,6.561904886979832e-09,0.001998650390347278
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBGLU2,1.9824726141500744e-08,6.900447800942957e-09,0.0020332134218536907
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBNOR,2.5975929463906582e-08,9.069754613998984e-09,0.0020915292143821452
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU1,1.6673463158154377e-08,5.822145914994981e-09,0.002092959180981348
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU4,1.6579244617851905e-08,5.844094425595169e-09,0.002277531344347058
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH3,2.051465174995229e-08,7.23717111193756e-09,0.002293989565727237
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEGLU4,1.3138823249171557e-08,4.642057099582211e-09,0.002324578429327289
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU2,2.3504044284748867e-08,8.393756949983744e-09,0.0025536927610868235
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU8,1.86506470596064e-08,6.834279066731171e-09,0.003176476860276973
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH8,1.7650731582342692e-08,6.548305993030872e-09,0.0035145199227471463
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU7,1.494166087584656e-08,5.608502393699263e-09,0.003859628987182085
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH9,1.6270104392724324e-08,6.254770449245638e-09,0.004644490653933697
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH8,1.4346035257986757e-08,5.627698227952242e-09,0.005398774057113089
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH13,1.684749334277578e-08,6.633972037750361e-09,0.005549305372811442
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH11,1.1494712299589936e-08,4.573796097445327e-09,0.005982638101973238
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH4,1.553289159594411e-08,6.19739600908368e-09,0.006099106261259982
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH2,3.286814604037492e-08,1.3354347500638836e-08,0.006923041937759893
BMI_UKBB_Loh2018,mousebrain,HBGLU5,OBNBL2,1.3772593114530623e-08,5.683244985468446e-09,0.0076886737009239986
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH3,1.6053562598603817e-08,6.6419258384404185e-09,0.00782441843785318
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU6,1.0706950867201224e-08,4.449746482389454e-09,0.00805986300816314
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH15,1.0214034119916344e-08,4.2596152010973175e-09,0.008245196575307336
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MSN1,9.041414734015112e-09,3.78258690959377e-09,0.008417930338677646
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DGGRC2,9.519544046065963e-09,4.018464817289833e-09,0.008919321527396714
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH4,2.5910549625933887e-08,1.104891140637061e-08,0.009511571526189528
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH4,1.2728752365672471e-08,5.433819173032274e-09,0.00957737078913903
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DGGRC1,1.0585186167540078e-08,4.63549128281435e-09,0.01120020100470142
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU5,1.0225557439503927e-08,4.479261616499032e-09,0.011219109095626787
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH1,1.3797487124338118e-08,6.150328863497828e-09,0.012436357405534344
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH6,1.7745517461699346e-08,7.986051721231769e-09,0.013139492784889292
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH5,1.304999431227781e-08,5.95819892687133e-09,0.014252756688959154
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH9,1.0898753187508674e-08,5.0284038759829905e-09,0.015100739628549163
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HYPEP1,1.4282767766999444e-08,6.6055803749061485e-09,0.015300321095661663
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH4,1.32867041999221e-08,6.162643658123418e-09,0.015541550828632362
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU24,1.0575271351901827e-08,4.931587972421344e-09,0.016000635327927983
BMI_UKBB_Loh2018,mousebrain,HBGLU5,OBINH5,1.778936668828393e-08,8.320851512916688e-09,0.016261365581577033
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU10,9.032489601174332e-09,4.237220343522553e-09,0.0165156905160369
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MBDOP1,2.876584538683002e-08,1.35713528023869e-08,0.01701987762635921
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH7,1.2857713882938396e-08,6.097150849613904e-09,0.017480625679066587
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH2,1.4352781653641046e-08,6.829419736755546e-09,0.017793695509186882
BMI_UKBB_Loh2018,mousebrain,HBGLU5,CBGRC,1.2918489492916451e-08,6.248717882540866e-09,0.01934906676312324
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH12,2.7843837250495947e-08,1.3559218159130764e-08,0.02001211646032284
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU20,1.0542081436723753e-08,5.161726173131044e-09,0.02055812491361292
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU9,1.1517795059175284e-08,5.658510156555093e-09,0.020901203492406324
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH3,2.2499628807112844e-08,1.1102150260104851e-08,0.02135161716512737
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU4,1.2474048082888992e-08,6.217329230550371e-09,0.022410234735982408
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU9,9.926092241212096e-09,4.985014968977955e-09,0.0232302187308075
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU13,9.063575847201271e-09,4.569762532308117e-09,0.023662496825992318
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBCHO3,1.521973189861769e-08,7.717285915568076e-09,0.02429560334809635
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH10,1.1981713620537607e-08,6.09484460859111e-09,0.024656421741979552
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBCHO4,1.3907830633149245e-08,7.119351921218116e-09,0.025378719999502145
BMI_UKBB_Loh2018,mousebrain,HBGLU5,ENT8,1.526627222710971e-08,7.839099303813892e-09,0.02574026458930691
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH17,1.281076648390066e-08,6.61101697799323e-09,0.02632438819925944
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH7,1.2783218529383536e-08,6.620511365583232e-09,0.026750763636841087
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MSN5,8.993779973522948e-09,4.6670118971675675e-09,0.026983833385537132
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH5,1.0291941384822354e-08,5.3431047317757335e-09,0.027039083288514537
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBSER3,1.1801760024847791e-08,6.1870245943857695e-09,0.028227824580003082
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH7,1.73829474094692e-08,9.241803927228418e-09,0.02999247893615196
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TECHO,1.197815707405718e-08,6.502909546362901e-09,0.032739850349970324
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCGLU3,1.5973398499494444e-08,8.809809512944566e-09,0.03490528639305604
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBCHO2,1.3497199278708398e-08,7.50201468411098e-09,0.03599800974448013
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU12,7.877745451851407e-09,4.400835538346137e-09,0.03672239270104101
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBGLU1,1.1157297848020152e-08,6.253647167946754e-09,0.03720155326669649
BMI_UKBB_Loh2018,mousebrain,HBGLU5,ENT9,8.074335969888031e-09,4.602418760494535e-09,0.039683739626641484
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MSN4,8.549703474864296e-09,4.881879242560441e-09,0.039945918549915714
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU3,7.957395289127647e-09,4.584022703162422e-09,0.04129094642443421
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU15,8.048524311228039e-09,4.7409919139205654e-09,0.04478733046797767
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH4,9.46078544244196e-09,5.641799729035262e-09,0.04678012683511568
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU18,8.026769650504815e-09,4.831990193364117e-09,0.04833939472894539
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU11,7.090405560867503e-09,4.3866996993117924e-09,0.05301023002232635
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH3,2.5525951809604097e-08,1.5971083588362556e-08,0.05499250876287958
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MSN2,6.118110368705901e-09,3.836037898536168e-09,0.05536690556026064
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBGLU9,8.317733737677132e-09,5.224068137550639e-09,0.05567047893268797
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH11,9.721006813002108e-09,6.1398291550458315e-09,0.05667997796123915
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU6,8.736705651361017e-09,5.563419234633831e-09,0.05816287826547605
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH16,6.966574720255841e-09,4.473576423720613e-09,0.059702975639395924
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SEPNBL,1.0264111765343527e-08,6.597167291722025e-09,0.059873522462754826
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH9,9.356597222807305e-09,6.035634027980993e-09,0.06054363224772485
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBADR,8.191229512709312e-09,5.314629083162525e-09,0.061626661713783615
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCGLU4,1.5629042937904704e-08,1.0209010023542651e-08,0.06289621333193225
BMI_UKBB_Loh2018,mousebrain,HBGLU5,OBNBL1,8.563068561541507e-09,5.5976441887412346e-09,0.06303771053356096
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH13,8.510592586619353e-09,5.5778766099266495e-09,0.06353277793654298
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBINH6,1.1322835236626631e-08,7.474661652205022e-09,0.06490784022514143
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCGLU2,2.4567816661644722e-08,1.6367586336767944e-08,0.0666772310991716
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HYPEP5,9.276574714996741e-09,6.257644694772905e-09,0.0691118004853295
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSPEP3,7.853483259180658e-09,5.36559768131942e-09,0.0716415866295205
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU5,8.97405025464391e-09,6.154829213265935e-09,0.07241334681526834
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEGLU1,6.2281877063119355e-09,4.303188874658832e-09,0.07390052495963963
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU16,7.170576833307317e-09,4.9925886099298566e-09,0.07546642155195295
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH7,1.0353539985085227e-08,7.2325870725446984e-09,0.07614167011470786
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU2,7.0016007770958144e-09,4.9107490731787046e-09,0.07696731070152964
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBSER2,7.387327793217724e-09,5.188129190038138e-09,0.07723908818114818
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCGLU1,1.041323142127217e-08,7.366350155142661e-09,0.0787365232777894
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBSER4,1.0229099412152731e-08,7.396003854997022e-09,0.08332360108270875
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCGLU6,7.476253059190522e-09,5.412878931977552e-09,0.08360917243823901
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBGLU10,6.589298289826043e-09,4.777069132964538e-09,0.08389188604184783
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH14,2.866067501622312e-08,2.078683684564469e-08,0.08397981295957352
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSPEP5,8.371137614623648e-09,6.089957203038501e-09,0.08463073825451811
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MBCHO1,9.25816281460877e-09,6.740051022190586e-09,0.08478228643032952
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH6,9.269802724608816e-09,6.7488972599692685e-09,0.0847940538598651
BMI_UKBB_Loh2018,mousebrain,HBGLU5,SCINH9,9.955577452856534e-09,7.265774694641763e-09,0.0853119607013082
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HYPEP3,8.075663407537087e-09,5.913041374904342e-09,0.08601065659179707
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSPEP1,7.534308367624292e-09,5.547395047743908e-09,0.0872047926881418
BMI_UKBB_Loh2018,mousebrain,HBGLU5,CBINH1,7.317032510628069e-09,5.405926053969215e-09,0.08794467983638837
BMI_UKBB_Loh2018,mousebrain,HBGLU5,OBINH4,7.136392739120623e-09,5.3073451384165895e-09,0.08937306775910764
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH8,1.0400502167117402e-08,7.786702729251654e-09,0.09082780409374908
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSPEP2,6.450442433987602e-09,4.858969032299744e-09,0.0921661918570036
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEINH10,7.467197683024538e-09,5.627018399703075e-09,0.09225010090832514
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH8,1.1355787379661266e-08,8.579975813374821e-09,0.09283091031125668
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MEGLU14,8.134448472648108e-09,6.155229998957161e-09,0.09315890570195373
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DECHO1,6.708207543960749e-09,5.129605810985019e-09,0.09548019862482633
BMI_UKBB_Loh2018,mousebrain,HBGLU5,ENT1,1.599725199093254e-08,1.2281034041824384e-08,0.09635599808126548
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU8,5.091824941838871e-09,3.986544060966076e-09,0.10075648905474732
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEGLU3,5.5603746246405285e-09,4.427906583269111e-09,0.10460204563285176
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH2,6.627074996332208e-09,5.42413622293979e-09,0.11089632897232604
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH19,5.5673139193449896e-09,4.7413561314322704e-09,0.12015689082101065
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSNF1,6.7725407486016095e-09,5.938634879247047e-09,0.12705558548343726
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HBCHO1,1.4078455966060197e-08,1.2374165874514916e-08,0.1276166849015245
BMI_UKBB_Loh2018,mousebrain,HBGLU5,DEINH8,8.41539812583944e-09,7.397874228639023e-09,0.1276557338976843
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU7,4.750238066873612e-09,4.205995622225372e-09,0.12936523755395626
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH6,6.140027544897591e-09,5.6574387778982815e-09,0.13889404141564288
BMI_UKBB_Loh2018,mousebrain,HBGLU5,MSN3,4.1462788974472685e-09,3.830490937888662e-09,0.1395283987156204
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU1,4.904256458508356e-09,4.590051306046067e-09,0.14265799383654004
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEINH18,4.8610199295385975e-09,4.5943862526883605e-09,0.14501981890714188
BMI_UKBB_Loh2018,mousebrain,HBGLU5,TEGLU22,4.2870191421834196e-09,4.1127849693659875e-09,0.1486214667561218
BMI_UKBB_Loh2018,mousebrain,HBGLU5,PSNP5,5.632293393430879e-09,5.418929550335913e-09,0.149315462307337
BMI_UKBB_Loh2018,mousebrain,HBGLU5,HYPEP2,6.1186458676401134e-09,5.9811223053461444e-09,0.15315559289148625
