Name	Coefficient	Coefficient_std_error	Coefficient_P_value
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SCGLU8.sem_mean	2.52015260198e-09	7.74216386709e-09	0.372397516605
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.DGNBL2.sem_mean	1.26859993151e-09	4.38761845372e-09	0.386240267545
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYNOR2.sem_mean	1.60135208367e-09	5.61116680574e-09	0.387673968039
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.NFOL1.sem_mean	9.94016248043e-10	4.00472716108e-09	0.401985682764
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSNP1.sem_mean	1.00116106211e-09	4.18393523244e-09	0.405441545539
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MSN6.sem_mean	1.36110473868e-09	6.15772940995e-09	0.412530629307
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OBINH2.sem_mean	9.37415416424e-10	4.35697578526e-09	0.414824105654
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OBNBL4.sem_mean	1.26542449332e-09	6.45010808073e-09	0.422232074982
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT5.sem_mean	9.67738847851e-10	5.0287848395e-09	0.423698820669
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.HYPEP6.sem_mean	7.9741746751e-10	4.84908704469e-09	0.434689661638
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYCHO2.sem_mean	8.68934700325e-10	7.83742860738e-09	0.455859768782
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.NFOL2.sem_mean	4.54381616622e-10	4.17512992701e-09	0.456668452782
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.CBNBL2.sem_mean	4.07149201286e-10	5.38940322099e-09	0.469890050366
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.CR.sem_mean	3.1019235555e-10	5.49213111723e-09	0.477479946684
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSNP2.sem_mean	-3.5945211524e-10	4.54245772664e-09	0.531536040082
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SZNBL.sem_mean	-6.15162854316e-10	4.83554737898e-09	0.550615594754
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT6.sem_mean	-6.06378331915e-10	4.07275334975e-09	0.559178436008
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSPEP7.sem_mean	-1.20007988261e-09	4.96683121558e-09	0.595462229917
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSPEP6.sem_mean	-1.31830087695e-09	4.85822899162e-09	0.606940690806
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MFOL2.sem_mean	-1.20791331505e-09	4.18871329573e-09	0.613469520085
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSNP4.sem_mean	-1.65877444313e-09	5.20125438417e-09	0.625105710899
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OBNBL3.sem_mean	-2.63457631806e-09	6.82993148594e-09	0.650155303457
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT3.sem_mean	-1.67092416544e-09	3.72963391489e-09	0.672928062395
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.DGNBL1.sem_mean	-2.4300394759e-09	5.40702026521e-09	0.67343674248
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OBDOP2.sem_mean	-2.70202503082e-09	5.77837824179e-09	0.679968094103
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYNOR1.sem_mean	-2.46792858917e-09	5.0376798861e-09	0.687895506098
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MOL2.sem_mean	-1.92085388881e-09	3.53184480132e-09	0.706733505536
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OPC.sem_mean	-2.13422038819e-09	3.75633645778e-09	0.715038666807
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.COP2.sem_mean	-2.54322870043e-09	4.22247800011e-09	0.726515149644
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT2.sem_mean	-2.48795792739e-09	3.96765058432e-09	0.734690290915
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT7.sem_mean	-3.17931683931e-09	5.04442221095e-09	0.735739006681
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYNOR5.sem_mean	-3.57596315804e-09	5.6248168619e-09	0.737529488638
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MOL1.sem_mean	-2.5611395674e-09	3.96102472668e-09	0.741049747928
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.HYPEP8.sem_mean	-4.25290220485e-09	6.14148512612e-09	0.755684410181
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PSNP3.sem_mean	-3.28805924085e-09	4.06023988085e-09	0.790977883275
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYCHO1.sem_mean	-4.27651711243e-09	5.21231842737e-09	0.794024040709
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENT4.sem_mean	-3.93195142414e-09	4.56174158088e-09	0.805639966407
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MFOL1.sem_mean	-2.87292385223e-09	3.26506582348e-09	0.810542629929
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.RGSZ.sem_mean	-5.06824519817e-09	4.68739343417e-09	0.860207088621
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACNT2.sem_mean	-4.06470934828e-09	3.74545026167e-09	0.861092130972
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.CBPC.sem_mean	-5.63850118647e-09	4.79911572307e-09	0.879983476072
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MGL1.sem_mean	-7.13038149322e-09	5.39161302481e-09	0.906998320357
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.DETPH.sem_mean	-8.27359226183e-09	6.16930935786e-09	0.910054203609
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACNT1.sem_mean	-5.1002771356e-09	3.78004934059e-09	0.911373595285
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MOL3.sem_mean	-5.24891457321e-09	3.7559848648e-09	0.918865395367
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.COP1.sem_mean	-5.67697967146e-09	4.03301731989e-09	0.920379064342
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MGL2.sem_mean	-7.65483770826e-09	5.28035462736e-09	0.92642646129
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VSMCA.sem_mean	-6.20071584317e-09	4.21283175136e-09	0.929471211055
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACOB.sem_mean	-5.44861258339e-09	3.39520793444e-09	0.945730532312
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYNOR3.sem_mean	-7.20409315226e-09	4.01030528192e-09	0.963784156511
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACMB.sem_mean	-7.34530020755e-09	3.80267383394e-09	0.973296452326
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SYNOR4.sem_mean	-8.89906600428e-09	4.47872758975e-09	0.976536751344
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.OEC.sem_mean	-7.99613601687e-09	3.95188370317e-09	0.978482663207
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACTE2.sem_mean	-7.36713173764e-09	3.64068872845e-09	0.978491990136
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.MGL3.sem_mean	-1.05352070757e-08	5.16710952517e-09	0.979269874455
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.EPEN.sem_mean	-7.04327626573e-09	3.39535810621e-09	0.980978165353
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACTE1.sem_mean	-7.78488364801e-09	3.64999651028e-09	0.983531355206
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ACBG.sem_mean	-9.64538805421e-09	4.33195245813e-09	0.987011930491
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.EPSC.sem_mean	-8.35443120448e-09	3.68210484307e-09	0.98836365119
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PVM2.sem_mean	-1.25585244853e-08	5.4692708432e-09	0.989167696177
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PVM1.sem_mean	-1.21258321511e-08	5.13896205483e-09	0.990852374434
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.RGDG.sem_mean	-1.12346125554e-08	4.33309983152e-09	0.995239300001
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG1.sem_mean	-9.90917157239e-09	3.7833432146e-09	0.995592637415
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.HYPEN.sem_mean	-1.00105494165e-08	3.82152282773e-09	0.995597299065
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SCHW.sem_mean	-1.48360820443e-08	5.63673531497e-09	0.995756238323
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG2.sem_mean	-1.11598864346e-08	3.91590834868e-09	0.997813244484
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VECA.sem_mean	-1.12281131159e-08	3.85053459893e-09	0.998227179949
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VLMC1.sem_mean	-1.38926674832e-08	4.70836982434e-09	0.998414378358
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ABC.sem_mean	-1.22008538577e-08	4.07559913589e-09	0.998621619784
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG4.sem_mean	-1.12561497572e-08	3.73905507093e-09	0.998695593783
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG3.sem_mean	-1.27783526766e-08	4.08886623664e-09	0.999111451838
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VECV.sem_mean	-1.37531848586e-08	4.22215650866e-09	0.999437778876
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG5.sem_mean	-1.29128335459e-08	3.88638358466e-09	0.999554059957
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.EPMB.sem_mean	-1.30197085041e-08	3.87155391044e-09	0.99961438011
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG6.sem_mean	-1.33800610921e-08	3.9072568978e-09	0.999691935393
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENTG7.sem_mean	-1.32298579176e-08	3.69223851815e-09	0.999830264606
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VECC.sem_mean	-1.44245465748e-08	3.99801940759e-09	0.999845671031
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SATG2.sem_mean	-1.57289299754e-08	4.17264385849e-09	0.999918224242
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.VLMC2.sem_mean	-1.61531247392e-08	3.8258601107e-09	0.999987897615
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.CHOR.sem_mean	-1.38260277096e-08	3.26351529526e-09	0.999988650701
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PER2.sem_mean	-1.60413712178e-08	3.68633521217e-09	0.999993241906
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.SATG1.sem_mean	-2.09607906926e-08	4.63162443474e-09	0.999996988507
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PER1.sem_mean	-1.66147175635e-08	3.4292451055e-09	0.999999366965
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.PER3.sem_mean	-2.0910476201e-08	4.08777903936e-09	0.999999843431
celltypes.mousebrain_190306_es_fix.all__mousebrain_all_190306_es_fix.ENMFB.sem_mean	-2.22919492606e-08	4.05018140031e-09	0.99999998143
