Bucket,Class,ClusterName,ClusterScore,Clusters,Comment,Description,Developmental_compartment,LeafOrder,Location_based_on,MarkerGenes,MarkerRobustness,MarkerSelectivity,MarkerSpecificity,NCells,Neurotransmitter,OriginalClusters,Outliers,Probable_location,Region,Sex_1F,Sex_1M,Sex_1M 1F,Sex_1M 2F,Sex_2M,Sex_2M 1F,Sex_2M 2F,Sex_?,Sex_F,Sex_M,"Sex_M, F",Sex_nan,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,TaxonomySymbol,Tissue_Amygd,Tissue_CA1,Tissue_CB,Tissue_Ctx1,Tissue_Ctx1.5,Tissue_Ctx2,Tissue_Ctx3,Tissue_DRG,Tissue_DentGyr,Tissue_ENS,Tissue_HC,Tissue_Hypoth,Tissue_MBd,Tissue_MBv,Tissue_Medulla,Tissue_OB,Tissue_Pons,Tissue_SC,Tissue_SScortex,Tissue_StriatDor,Tissue_StriatVent,Tissue_Sympath,Tissue_Thal,_Total
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU17,4.000000030110641,38,nan,"Excitatory neurons, cerebral cortex",Telencephalon,17,,Trim54 Slc30a3 Lmo3 Nptxr Fam19a1 Kcnj4,[ 1.  1.  1.  1.  1.  1.],[14  1  1  1  1  1],[ 0.  1.  1.  1.  1.],784,Glutamate (VGLUT1),8,0.0,Piriform pyramidal,Cortex,55,8,5,6,0,12,0,0,299,399,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,119,1,0,80,11,122,237,0,0,0,1,0,0,0,0,114,0,0,0,0,99,0,0,5331.350765306122
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU18,6.999957922075779,39,nan,"Excitatory neurons, cerebral cortex",Telencephalon,18,,Abi3bp 4930426D05Rik Ndst4 Klhl14 Rgs14 Atp2b4,[ 1.  1.  1.  1.  1.  1.],[13  2  1  1  1  1],[ 0.  0.  1.  1.  1.],657,Glutamate (VGLUT1),7,0.0,"Anterior olfactory nucleus, deep layer",Cortex,243,1,1,1,0,1,0,0,145,265,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,4,1,0,76,1,1,1,0,0,0,0,0,0,0,0,514,0,0,0,0,59,0,0,5438.523592085236
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU19,2.1090977431480593,40,nan,"Excitatory neurons, cerebral cortex",Telencephalon,19,,Oxtr Bmp3 Ndst4 C1ql3 Crym Gm10605,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.   0.1  0.9  0.9  1. ],89,Glutamate (VGLUT1),9,0.0,Anterior olfactory nucleus and ventral striatum,Cortex,5,1,1,0,0,0,0,0,51,31,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,2,0,0,25,0,1,2,0,0,0,0,0,0,0,0,31,0,0,0,0,28,0,0,5679.067415730337
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU2,4.9994805899033805,41,nan,"Excitatory neurons, cerebral cortex",Telencephalon,3,"Hexb, Siglech, Nfkbia, Ccl3, Atf3",Cplx3 Nxph3 Hs3st4 Ipcef1 Mpped1 E130012A19Rik,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.   0.1  0.3  0.3  1. ],274,Glutamate (VGLUT1),13,0.0,Cortex pyramidal layer 6b,Cortex,0,0,5,5,0,15,6,12,113,118,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,7,0,9,15,21,184,0,0,0,1,0,0,0,0,6,0,0,12,0,19,0,0,5537.784671532847
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU3,4.149520308313315,42,nan,"Excitatory neurons, cerebral cortex",Telencephalon,2,"Hexb, Siglech, Nfkbia, Ccl3, Atf3",Rprm Rell1 3110035E14Rik Tbr1 Garnl3 Ephb6,[ 1.  1.  1.  1.  1.  1.],[6 1 1 1 1 1],[ 0.  1.  1.  1.  1.],2734,Glutamate (VGLUT1),16,0.0,Cortex pyramidal layer 6,Cortex,2,0,11,6,0,23,1,96,1204,1391,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,4,0,985,21,587,1009,0,0,0,8,0,0,0,0,11,0,0,96,0,13,0,0,4192.176664228237
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU14,5.266807676678127,43,nan,"Excitatory neurons, cerebral cortex",Telencephalon,13,"Pdgfra,Dcn,Lum",Cbln1 Ntsr1 Htr1a Nwd2 Gsg1l Satb1,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.   0.3  0.3  0.3  0.3],35,Glutamate (VGLUT1),1,0.0,Subiculum,Cortex,0,0,0,0,0,0,1,0,8,26,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143.742857142857
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU13,5.837763675788953,44,nan,"Excitatory neurons, cerebral cortex",Telencephalon,12,"Bmx,Gkn3,Sema3g",Wfs1 RP24-134N2.1 Vwc2l Lhx2 Prkcg Sorcs3,[ 1.  1.  1.  1.  1.  1.],[15  1  1  1  1  1],[ 0.   0.1  0.1  0.9  1. ],127,"Glutamate (VGLUT1,VGLUT2), Nitric oxide",0,0.0,Subiculum,Cortex,0,1,0,0,0,0,0,0,35,91,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,1,0,0,0,0,0,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5850.795275590551
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU21,9.147561044131766,45,nan,"Excitatory neurons, hippocampus CA1",Telencephalon,21,,Nov 4833422C13Rik Baiap2l1 6330403A02Rik Gda Sv2b,[ 1.  1.  1.  1.  1.  1.],[15  1  1  1  1  1],[ 0.   0.9  0.9  0.9  0.9],104,"Glutamate (VGLUT1), Nitric oxide",10,0.0,"CA1 (posterior),subiculum,entorhinal",Hippocampus,0,1,0,0,0,0,0,0,36,67,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,6,0,0,2,0,0,93,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7018.163461538462
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU10,8.000000018625542,46,nan,"Excitatory neurons, cerebral cortex",Telencephalon,7,"Cldn5,Slc38a5,Serpine1,Cd82",Hs3st2 Vipr1 Pde1a Satb2 Slc17a7 Sv2b,[ 1.  1.  1.  1.  1.  1.],[10  1  1  1  1  1],[ 0.   0.1  0.1  0.1  0.1],866,Glutamate (VGLUT1),18,0.0,Cortical pyramidal layer 5,Cortex,15,2,1,5,0,14,0,48,340,441,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,2,0,0,341,14,223,221,0,0,0,0,0,0,0,0,16,0,0,48,0,1,0,0,7121.414549653579
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU11,4.8884359130965915,47,nan,"Excitatory neurons, cerebral cortex",Telencephalon,5,"Mrc1, Pf4",Igfbp6 C130074G19Rik Rasl10a Satb2 Ovol2 Lingo1,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.  1.  1.  1.  1.],1464,Glutamate (VGLUT1),17,0.0,Cortical pyramidal (poor markers),Cortex,9,1,10,1,0,14,0,74,622,733,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,8,0,0,680,14,293,368,0,1,0,0,0,0,0,0,14,0,0,74,0,12,0,0,5630.662568306011
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU20,8.00355253456203,48,nan,"Excitatory neurons, cerebral cortex",Telencephalon,4,"Mrc1, Ccl7, Cxcl2",Sulf1 Prss12 1110032F04Rik Cnih3 Ptpru Atp2b4,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.   0.3  0.4  0.4  0.4],55,Glutamate (VGLUT1),14,0.0,Cortex pyramidal layer 6,Cortex,0,0,4,3,0,0,0,0,23,25,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,1,0,3,0,17,15,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,5678.727272727273
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU12,6.213164838690174,49,nan,"Excitatory neurons, cerebral cortex",Telencephalon,6,"Cldn5,Slc38a5",Nr4a2 Col24a1 Oprk1 B3gat2 Kcnv1 Stk32c,[ 1.  1.  1.  1.  1.  1.],[18  1  1  1  1  1],[ 0.  1.  1.  1.  1.],386,"Glutamate (VGLUT1,VGLUT2)",15,0.0,"Lateral cortex layer 6: gustatory, barrel field, auditory",Cortex,0,0,3,9,0,5,0,17,172,180,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,0,0,0,103,5,130,116,0,0,0,1,0,0,0,0,1,0,0,17,0,13,0,0,4707.103626943005
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU9,8.026245542850823,50,nan,"Excitatory neurons, cerebral cortex",Telencephalon,8,"Pth1r,Pdgfrb,Serpine1,Cd82",Dkkl1 Galntl6 Pkib Satb2 Nrep Stx1a,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.  1.  1.  1.  1.],202,Glutamate (VGLUT1),23,0.0,"Cingulate/Retrosplenial area, layer 5",Cortex,0,3,0,0,0,1,0,0,92,106,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,3,0,0,46,1,74,75,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4881.465346534654
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU8,8.992846847315937,51,nan,"Excitatory neurons, cerebral cortex",Telencephalon,9,"Pth1r,Pdgfrb",Krt12 Tcap A830036E02Rik Tnnc1 Ovol2 Stx1a,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.  1.  1.  1.  1.],3071,Glutamate (VGLUT1),20,0.0,Cortical pyramidal layer 4,Cortex,17,1,0,28,0,13,0,456,960,1596,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,12,2,0,1134,11,446,982,0,0,0,4,0,0,0,0,23,0,0,456,0,1,0,0,5037.561055030935
/Users/sten/build_20171205/L4_Telencephalon_Excitatory.loom,Neurons,TEGLU7,10.0,52,nan,"Excitatory neurons, cerebral cortex",Telencephalon,10,"Acta2,Tagln",A830009L08Rik Gm12371 Lamp5 Calb1 Dact2 Cacng3,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.  1.  1.  1.  1.],2435,Glutamate (VGLUT1),19,0.0,Cortical pyramidal layer 2/3,Cortex,31,2,2,0,0,1,0,289,895,1215,0,0,Neurons,CNS neurons,Telencephalon projecting neurons,Telencephalon projecting excitatory neurons,Tpre,21,1,0,1248,0,8,813,0,0,0,0,0,0,0,0,53,0,0,289,0,2,0,0,5969.336344969199
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH10,4.081361909089372,53,nan,"R-LM border Cck interneurons, cortex/hippocampus",Telencephalon,60,"Ntrk2low,Ntrk3,Ret,fam19a1",Yjefn3 Hdhd3 Npas1 Cck Trp53i11 Necab2,[ 1.  1.  1.  1.  1.  1.],[15  1  1  1  1  1],[ 0.   0.7  0.7  0.7  0.7],581,"GABA, Glutamate (VGLUT3)",1,0.0,"Hippocampus (sr/slm),Cortex","Hippocampus,Cortex",0,0,0,0,0,0,577,0,4,0,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,0,577,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6089.232358003443
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH11,8.17044095898413,54,nan,"R-LM border Cck interneurons, cortex/hippocampus",Telencephalon,61,"Ntrk1,Calca,Kit,Fam19a1high",Col19a1 Slc17a8 Adarb2 Cadps2 Kctd12 Syt6,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.  1.  1.  1.  1.],660,"GABA,Glutamate (VGLUT3), Nitric oxide",0,0.0,"Hippocampus (sr/slm),Cortex","Hippocampus,Cortex",9,1,10,29,0,516,9,5,38,43,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,16,462,0,18,82,27,18,0,8,0,24,0,0,0,0,0,0,0,3,0,2,0,0,7803.315151515151
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH12,4.0098040916587125,55,nan,"Non-border Cck interneurons, cortex/hippocampus",Telencephalon,58,"Ntrk2,Necab2,Cacna1h",Krt73 Stk32b 5330429C05Rik Egln3 Dlx6os1 Wnt5a,[ 1.  1.  1.  1.  1.  1.],[17  1  1  1  1  1],[ 0.   0.4  0.4  0.4  0.4],280,"GABA,Glutamate (VGLUT3)",3,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",1,0,0,25,0,236,3,0,6,9,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,1,258,0,2,5,1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8341.25
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH9,3.414603637416091,56,nan,"Non-border Cck interneurons, hippocampus",Telencephalon,59,"Pvalb,Ntrk3,Spp1high,Cntnap2high",Vip Fam181b Gm8797 Egln3 Usp28 Kcnip1,[ 1.  1.  1.  1.  1.  1.],[14  1  1  1  1  1],[ 0.   0.1  0.1  0.1  0.1],162,GABA,2,0.0,Hippocampus,Hippocampus,0,0,0,0,0,0,161,0,1,0,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,0,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5486.7962962962965
/Users/sten/build_20171205/L4_Olfactory_Inhibitory.loom,Neurons,OBINH5,4.176366760583325,57,Likely van Gehuchten cells,"External plexiform layer interneuron, olfactory bulb",Telencephalon,46,,Crh Tcap Pgam2 Pde1c Nxph1 Pygm,[ 1.  1.  1.  1.  1.  1.],[13  1  1  1  1  1],[ 0.   0.3  0.9  1.   1. ],56,GABA,0,0.0,"Olfactory bulb, outer plexiform layer",Olfactory bulb,31,0,0,0,0,0,0,0,5,20,0,0,Neurons,CNS neurons,Telencephalon interneurons,Olfactory inhibitory neurons,Obin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2567.6071428571427
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH5,2.1074574459341666,58,nan,"Interneuron-selective interneurons, cortex/hippocampus",Telencephalon,63,"Ntrk1,Kit,Calca,Tac1,Gfra3,Sstr2,",Vip Tiam1 Myl1 Vwc2 Dlx6os1 Prox1os,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.   0.7  0.7  0.7  0.7],449,"GABA, Nitric oxide",7,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",5,1,4,24,0,321,0,3,40,51,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,11,313,0,16,26,25,26,0,3,0,23,0,0,0,0,0,0,0,3,0,3,0,0,2831.54565701559
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH6,7.2240071000471895,59,nan,"Interneuron-selective interneurons, cortex/hippocampus",Telencephalon,66,"TrpM8,ASIC1,Tac1,Gfra3",Tac2 Epha7 Npas1 Rgs12 Nr2f2 March1,[ 1.  1.  1.  1.  1.  1.],[7 1 1 1 1 1],[ 0.   0.7  0.7  0.7  0.9],145,GABA,6,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",0,0,4,21,0,106,1,2,6,5,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,1,117,0,0,9,3,0,0,4,0,8,0,0,0,0,0,0,0,2,0,1,0,0,3250.4689655172415
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH7,8.845554255787889,60,nan,"Interneuron-selective interneurons, hippocampus",Telencephalon,65,"Ntrk1,Tac1,Gfra3,lmod1",Htr3a Mns1 Npas1 Qpct Usp28 Stmn1,[ 1.  1.  1.  1.  1.  1.],[11  1  1  1  1  1],[ 0.   0.1  0.1  0.1  0.1],68,GABA,4,0.0,Hippocampus,Hippocampus,0,0,0,0,0,1,66,0,1,0,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,0,66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4357.588235294118
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH8,7.400380689676221,61,nan,"Interneuron-selective interneurons, hippocampus",Telencephalon,64,"Ntrk1,Calca,Kit,Gfra3,Tac1",Vip Ccne1 Myl1 Cidea Usp28 Pcdh8,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.   0.1  0.2  0.2  0.2],57,GABA,5,0.0,Hippocampus,Hippocampus,0,0,0,0,0,0,57,0,0,0,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3334.7894736842104
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH4,7.999839801544788,62,nan,"Interneuron-selective interneurons, cortex/hippocampus",Telencephalon,62,"Ntrk1,Calca,Kit,Gfra3,Tac1,Traf3ip3,,Itk",Vip Gm17750 Cxcl14 Adra1b Dlx6os1 Kcnip1,[ 1.  1.  1.  1.  1.  1.],[12  1  1  1  1  1],[ 0.   0.6  1.   1.   1. ],645,GABA,8,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",7,3,1,50,0,273,38,14,149,110,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,13,196,0,98,126,116,69,0,1,0,10,0,0,0,0,0,0,0,14,0,2,0,0,2882.9147286821703
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH20,7.914377111135989,63,"May also be located to the hilus of the dentate gyrus, based on Slc18a2","Inhibitory interneurons, hippocampus",Telencephalon,56,"Mrgprd,Gfra2,Runx1,Prkcq,Ret",Cyp26b1 Stk32b Chrm2 Tcerg1l Nell1 Grik1,[ 1.  1.  1.  1.  1.  1.],[13  3  1  1  1  1],[ 0.   0.   0.9  0.9  0.9],139,GABA,19,0.0,Hippocampus (sr/slm),Hippocampus,0,0,2,19,0,58,55,0,1,4,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,1,132,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6379.021582733813
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH13,10.0,64,nan,"Trilaminar cells, hippocampus",Telencephalon,57,"Zfp521,Ret,Gfra2,Asic1,Slc17a8",Ibsp Cnr1 Ntng1 Rgs8 Arx Unc5d,[ 1.  1.  1.  1.  1.  1.],[7 1 1 1 1 1],[ 0.   0.3  0.5  0.5  0.5],163,"GABA, Glutamate (VGLUT3)",18,0.0,Hippocampus,Hippocampus,0,0,0,12,0,137,8,0,0,6,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,0,157,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6903.6564417177915
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH14,6.31208586435435,65,nan,"CGE-derived neurogliaform cells Cxcl14+, cortex/hippocampus",Telencephalon,55,"Mrgprd,Gfra2,Runx1,Prkcq,Ret,P2rx3",Cplx3 Teddm3 Reln Gad2 Parm1 Kcnip1,[ 1.  1.  1.  1.  1.  1.],[5 1 1 1 1 1],[ 0.  1.  1.  1.  1.],422,GABA,17,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",2,0,1,37,0,242,1,16,71,52,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,2,92,0,53,167,58,28,0,0,0,4,0,0,0,0,0,0,0,16,0,2,0,0,3205.2582938388628
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH16,4.173720501684606,66,nan,"Ivy and MGE-derived neurogliaform cells, cortex/hippocampus",Telencephalon,53,"Mrgpra3,Gfra1,Ret,Calca,P2rx3",Lhx6 Pde11a Hapln1 Ngf Kcns3 Vstm2a,[ 1.  1.  1.  1.  1.  1.],[5 1 1 1 1 1],[ 0.  1.  1.  1.  1.],644,"GABA, Nitric oxide",15,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",7,0,37,55,0,367,133,0,26,19,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,12,530,0,1,24,3,5,0,37,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4676.883540372671
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH15,4.9954303166203875,67,nan,"CGE-derived neurogliaform cells, cortex/hippocampus",Telencephalon,54,"Mrgpra3,Gfra1,Ret",Npy Ptchd2 Pnoc Gad2 Resp18 Arl4c,[ 1.  1.  1.  1.  1.  1.],[6 1 1 1 1 1],[ 0.  1.  1.  1.  1.],1069,"GABA, Nitric oxide",16,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",22,9,1,42,0,728,23,5,144,95,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,54,207,0,100,565,56,73,0,1,0,5,0,0,0,0,0,0,0,5,1,2,0,0,3397.2263797942
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH19,7.998961928444868,68,nan,"Hippocamposeptal projection, cortex/hippocampus",Telencephalon,51,"Neu4,Bmp4",Sst Ccna1 Elfn1 Lypd6 Lypd6b Rab3b,[ 1.  1.  1.  1.  1.  1.],[7 1 1 1 1 1],[ 0.  1.  1.  1.  1.],1040,GABA,10,0.0,"Hippocampus (so),Cortex","Hippocampus,Cortex",0,0,4,81,0,817,107,2,22,7,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,1,889,0,2,91,29,10,0,2,0,9,0,0,0,0,0,0,0,2,0,5,0,0,6173.805769230769
/Users/sten/build_20171205/L4_Telencephalon_Inhibitory.loom,Neurons,TEINH21,8.000043215695385,69,nan,"Sleep-active, long-range projection interneurons, cortex/hippocampus",Telencephalon,52,"Sst,Nppb,,Nts,IL31RA,Osmr,P2rx3",Crhbp Tacr1 Chodl Gm11744 Cygb Klf5,[ 1.  1.  1.  1.  1.  1.],[11  1  1  1  1  1],[ 0.  1.  1.  1.  1.],385,"GABA, Nitric oxide",9,0.0,"Hippocampus,Cortex","Hippocampus,Cortex",52,18,11,4,0,143,0,1,108,48,0,0,Neurons,CNS neurons,Telencephalon interneurons,Telencephalon inhibitory interneurons,Chin,51,34,0,8,112,4,6,0,0,0,1,29,0,0,0,0,0,0,1,71,68,0,0,4628.405194805195
/Users/sten/build_20171205/L4_Hypothalamus_Peptidergic.loom,Neurons,HYPEP7,9.997517661337225,70,nan,"Pmch neurons, hypothalamus",Diencephalon,73,"Fst,Gfra3",Pmch Nkx2-1 Otx1 Klhl13 Fam46a Gstm6,[ 1.  1.  1.  1.  1.  1.],[13  1  1  1  1  1],[ 0.   0.3  0.3  0.5  0.5],13,Glutamate (VGLUT2),0,0.0,Lateral hypothalamic area,Hypothalamus,5,6,0,0,0,0,0,0,2,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8738.384615384615
/Users/sten/build_20171205/L4_Diencephalon_Excitatory.loom,Neurons,HYPEP6,9.629235269245292,71,nan,"Orexin-producing neurons, hypothalamus",Diencephalon,74,"Lypd1,Vdr",Hcrt Pdyn Trhr Plagl1 Pcsk1 Nptx2,[ 1.  1.  1.  1.  1.  1.],[9 1 1 1 1 1],[ 0.   0.1  0.1  0.9  1. ],32,Nitric oxide,0,0.0,Dorsomedial nucleus of the hypothalamus,Hypothalamus,20,12,0,0,0,0,0,0,0,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,6373.1875
/Users/sten/build_20171205/L4_Hypothalamus_Peptidergic.loom,Neurons,DEINH8,2.232612186751661,72,nan,"Inhibitory neurons, hypothalamus",Diencephalon,92,"Prkcd,Socs2",Six6 Rgs16 Pkib Scg2 Rab26os B630019K06Rik,[ 1.  1.  1.  1.  1.  1.],[11  1  1  1  1  1],[ 0.  1.  1.  1.  1.],120,GABA,5,0.0,"Suprachiasmatic nucleus, Medial preoptic nucleus",Hypothalamus,94,14,0,0,0,0,0,0,10,2,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Peptidergic neurons,Hpep,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,1910.6666666666667
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,MBDOP1,7.6349715728855205,73,"Th but very low Slc6a3, neither VGLUT1,2 or 3; no Gad1 or Gad2","Dopaminergic neurons, periaqueductal grey",Mesencephalon,76,"Nmu,Calcb",En1 Npw Ret D930028M14Rik C130021I20Rik Pou2f2,[ 1.  1.  1.  1.  1.  1.],[10  1  1  1  1  1],[ 0.   0.8  0.8  0.8  0.9],57,Dopamine,12,0.0,"Ventral midbrain, periaqueductal grey",Midbrain ventral,0,45,4,0,0,0,0,0,8,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3079.6140350877195
/Users/sten/build_20171205/L4_Brain_CholinergicMonoaminergic.loom,Neurons,MBDOP2,3.261215953838345,74,nan,"Dopaminergic neurons, ventral midbrain (SNc, VTA)",Mesencephalon,77,"Cck,Ucn3",Slc6a3 Chrna6 Chrnb3 Ddc Aldh1a1 Chrna4,[ 1.  1.  1.  1.  1.  1.],[8 1 1 1 1 1],[ 0.   0.6  1.   1.   1. ],63,Dopamine,13,0.0,Ventral tegmental area and subtantia nigra,Midbrain ventral,0,15,13,0,0,0,0,0,35,0,0,0,Neurons,CNS neurons,"Cholinergic, monoaminergic and peptidergic neurons",Cholinergic and monoaminergic neurons,Chmn,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,5,0,0,0,0,0,0,5379.333333333333
