gene_symbol	ensembl_id
VTI1B	ENSG00000100568
SFXN1	ENSG00000164466
GNAS	ENSG00000087460
PTK2B	ENSG00000120899
VPS45	ENSG00000136631
DYNC1LI1	ENSG00000144635
HNRNPA3	ENSG00000170144
CPEB3	ENSG00000107864
AP2B1	ENSG00000270478
F2RL1	ENSG00000164251
KEL	ENSG00000197993
AGAP2	ENSG00000135439
ACTN2	ENSG00000077522
HSP90AB1	ENSG00000096384
GDAP1L1	ENSG00000124194
PKP4	ENSG00000144283
RPS27L	ENSG00000185088
ATPIF1	ENSG00000130770
PMCH	ENSG00000183395
ATP2A2	ENSG00000174437
DECR1	ENSG00000104325
NDUFA9	ENSG00000139180
CTNND2	ENSG00000169862
HSPA1B	ENSG00000224501
MPP6	ENSG00000105926
DNAJB6	ENSG00000105993
PES1	ENSG00000100029
RPS10	ENSG00000124614
ENAH	ENSG00000154380
ENDOG	ENSG00000167136
S1PR1	ENSG00000170989
APOO	ENSG00000184831
GLUD1	ENSG00000148672
KIAA1217	ENSG00000120549
CDK5	ENSG00000164885
RPLP0	ENSG00000089157
MYO5A	ENSG00000197535
STXBP1	ENSG00000136854
SLC25A13	ENSG00000004864
KDM3B	ENSG00000120733
CACNG2	ENSG00000166862
ARPC3	ENSG00000111229
TKT	ENSG00000163931
SHANK3	ENSG00000251322
NLGN1	ENSG00000169760
DAAM1	ENSG00000100592
MLLT4	ENSG00000130396
KTN1	ENSG00000126777
STX12	ENSG00000117758
RPL36	ENSG00000130255
PRUNE2	ENSG00000106772
PRKAR2A	ENSG00000114302
HSPH1	ENSG00000120694
OGDH	ENSG00000105953
NCKAP1	ENSG00000061676
9-Sep	ENSG00000261843
HAPLN2	ENSG00000132702
SLC17A7	ENSG00000104888
SFPQ	ENSG00000116560
BANF1	ENSG00000175334
PFKL	ENSG00000141959
DHRS7B	ENSG00000109016
SYNJ2	ENSG00000078269
KIFAP3	ENSG00000075945
CUL5	ENSG00000166266
DDX3X	ENSG00000215301
VPS16	ENSG00000215305
RASAL2	ENSG00000075391
HIST3H2BA	ENSG00000181201
UQCRC2	ENSG00000140740
RGS7	ENSG00000182901
ATP6V0D1	ENSG00000159720
RPS21	ENSG00000171858
CRMP1	ENSG00000072832
ARPC1A	ENSG00000241685
CYC1	ENSG00000179091
EXOC5	ENSG00000070367
CCT6A	ENSG00000146731
MTDH	ENSG00000147649
NIPSNAP1	ENSG00000184117
AGER	ENSG00000234729
SERPINA3	ENSG00000196136
MINA	ENSG00000170854
NKIRAS1	ENSG00000197885
STAT1	ENSG00000115415
STRN	ENSG00000115808
GUCY1B3	ENSG00000061918
ADAM23	ENSG00000114948
ATP1A2	ENSG00000018625
MYH10	ENSG00000133026
UBE2V1	ENSG00000244687
DNAJA1	ENSG00000086061
PTPRZ1	ENSG00000106278
C11orf41	ENSG00000110427
EEF1B2	ENSG00000114942
SUCLG1	ENSG00000163541
CKB	ENSG00000166165
KRT6A	ENSG00000205420
ROCK2	ENSG00000134318
TTC35	ENSG00000104412
DST	ENSG00000151914
ARPC4	ENSG00000241553
RALA	ENSG00000006451
KIF5B	ENSG00000170759
RHOG	ENSG00000177105
SNCA	ENSG00000145335
MYL6	ENSG00000092841
ACTR3	ENSG00000115091
SLC25A4	ENSG00000151729
ACAN	ENSG00000157766
MAP4K4	ENSG00000071054
ACTR3B	ENSG00000133627
NCAM1	ENSG00000149294
CACNA2D3	ENSG00000157445
AKR1A1	ENSG00000117448
IARS2	ENSG00000067704
GPRIN1	ENSG00000169258
NRXN3	ENSG00000021645
DDX5	ENSG00000263077
