GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	ZFITTED_BASE	ZRESID_BASE	ensembl_gene_id	mmusculus_homolog_ensembl_gene
1452	5	148872396	148941115	28	4	693457	-0.26126	-1.5829e-4	-0.2611	ENSG00000113712	NA
389337	5	148951064	149016031	61	8	690285	-2.1957	-1.5829e-4	-2.1955	ENSG00000183111	ENSMUSG00000045094
133522	5	149099815	149236085	182	29	684696	-1.4217	-1.5829e-4	-1.4215	ENSG00000155846	ENSMUSG00000033871
5145	5	149236019	149334356	63	13	669512	-0.59704	-1.5829e-4	-0.59688	ENSG00000132915	ENSMUSG00000024575
1836	5	149330300	149368463	22	5	692710	-1.8141	-1.5829e-4	-1.8139	ENSG00000155850	ENSMUSG00000034320
22993	5	149370169	149434206	80	7	685714	-0.93805	-1.5829e-4	-0.93789	ENSG00000113716	ENSMUSG00000024622
81789	5	149371186	149390730	18	3	686587	-0.49964	-1.5829e-4	-0.49948	ENSG00000164296	NA
1436	5	149431354	149502935	94	21	680287	-0.89464	-1.5829e-4	-0.89448	ENSG00000182578	ENSMUSG00000024621
5159	5	149491902	149545447	66	13	685108	-0.16931	-1.5829e-4	-0.16915	ENSG00000113721	ENSMUSG00000024620
1044	5	149536344	149565621	16	4	680892	0.45308	-1.5829e-4	0.45324	ENSG00000113722	ENSMUSG00000024619
6534	5	149559520	149592135	35	8	687776	-2.3556	-1.5829e-4	-2.3555	ENSG00000011083	ENSMUSG00000052026
815	5	149597554	149679403	75	16	677600	0.23825	-1.5829e-4	0.2384	ENSG00000070808	ENSMUSG00000024617
340075	5	149674409	149692525	9	3	664041	1.8913	-1.5829e-4	1.8914	ENSG00000183876	ENSMUSG00000036412
6949	5	149727202	149781371	25	5	688886	-0.051579	-1.5829e-4	-0.051421	ENSG00000070814	ENSMUSG00000024613
972	5	149779700	149802543	13	6	675116	0.23275	-1.5829e-4	0.2329	ENSG00000019582	ENSMUSG00000024610
6208	5	149821212	149839351	20	2	685060	1.2667	-1.5829e-4	1.2668	ENSG00000164587	ENSMUSG00000024608
3340	5	149855365	149939273	56	9	682414	-0.56228	-1.5829e-4	-0.56212	ENSG00000070614	ENSMUSG00000054008
11346	5	149970642	150040292	43	10	663296	-1.6386	-1.5829e-4	-1.6384	ENSG00000171992	ENSMUSG00000043079
91977	5	150030403	150060430	22	2	683731	-0.53596	-1.5829e-4	-0.5358	ENSG00000164591	ENSMUSG00000049173
55696	5	150068852	150090669	6	3	666816	-1.2499	-1.5829e-4	-1.2497	ENSG00000086589	ENSMUSG00000024604
51164	5	150086809	150148657	33	2	680917	-2.1641	-1.5829e-4	-2.1639	ENSG00000132912	ENSMUSG00000024603
85027	5	150147508	150177798	26	2	682210	-1.6812	-1.5829e-4	-1.681	ENSG00000256235	ENSMUSG00000038059
345611	5	150216085	150229731	9	1	724293	-2.5008	-1.5829e-4	-2.5006	ENSG00000237693	NA
91975	5	150272454	150294545	17	4	685111	-1.9499	-1.5829e-4	-1.9498	ENSG00000145908	NA
2878	5	150389999	150410054	40	8	684068	0.69906	-1.5829e-4	0.69922	ENSG00000211445	ENSMUSG00000018339
10318	5	150408004	150477221	97	20	684967	-1.1711	-1.5829e-4	-1.171	ENSG00000145901	ENSMUSG00000020400
309	5	150478767	150547443	108	26	682864	-2.2371	-1.5829e-4	-2.237	ENSG00000197043	ENSMUSG00000018340
26112	5	150559113	150613654	44	14	679353	-1.796	-1.5829e-4	-1.7958	ENSG00000198624	ENSMUSG00000049588
2760	5	150622613	150651583	38	7	693103	-2.348	-1.5829e-4	-2.3478	ENSG00000196743	ENSMUSG00000000594
285641	5	150654426	150693334	52	7	685772	-1.9045	-1.5829e-4	-1.9043	ENSG00000186334	ENSMUSG00000049491
153201	5	150693039	150737151	54	9	681568	-1.6689	-1.5829e-4	-1.6687	ENSG00000186335	ENSMUSG00000020264
206358	5	150806553	150873440	76	9	681157	-1.7858	-1.5829e-4	-1.7856	ENSG00000123643	ENSMUSG00000020261
2196	5	150882153	150958505	108	16	682744	-2.4801	-1.5829e-4	-2.48	ENSG00000086570	ENSMUSG00000055333
6678	5	151039157	151076615	39	8	690268	-0.36833	-1.5829e-4	-0.36817	ENSG00000113140	ENSMUSG00000018593
475	5	151120883	151148210	5	1	679010	-1.5917	-1.5829e-4	-1.5916	ENSG00000177556	ENSMUSG00000018585
10146	5	151141476	151186415	20	3	687029	-0.83834	-1.5829e-4	-0.83819	ENSG00000145907	ENSMUSG00000018583
100652758	5	151147854	151161069	4	1	683850	0.17249	-1.5829e-4	0.17264	ENSG00000275765	NA
2741	5	151200574	151314397	87	6	686318	-0.63658	-1.5829e-4	-0.63643	ENSG00000145888	ENSMUSG00000000263
56923	5	151769602	151794840	44	2	687055	-0.090585	-1.5829e-4	-0.090427	ENSG00000132911	ENSMUSG00000037393
2890	5	152860084	153194929	495	51	685977	2.7784	-1.5829e-4	2.7786	ENSG00000155511	ENSMUSG00000020524
10827	5	153368223	153428497	47	3	684666	4.5235	-1.5829e-4	4.5236	ENSG00000055147	ENSMUSG00000020523
4238	5	153408519	153438514	37	3	690286	4.4919	-1.5829e-4	4.4921	ENSG00000037749	ENSMUSG00000020522
55568	5	153560295	153802044	359	36	686272	2.3894	-1.5829e-4	2.3896	ENSG00000164574	ENSMUSG00000020520
79685	5	153815517	153842113	13	6	693499	0.6089	-1.5829e-4	0.60906	ENSG00000164576	ENSMUSG00000020519
9421	5	153853032	153867824	10	4	700243	0.89411	-1.5829e-4	0.89427	ENSG00000113196	ENSMUSG00000037335
23367	5	154052224	154198667	63	13	683744	-0.45389	-1.5829e-4	-0.45373	ENSG00000155506	ENSMUSG00000037331
10826	5	154195094	154240213	19	5	673717	-0.08354	-1.5829e-4	-0.083382	ENSG00000170271	NA
9337	5	154227755	154257852	14	3	671968	-0.42972	-1.5829e-4	-0.42956	ENSG00000155508	ENSMUSG00000020515
25929	5	154265476	154327776	48	6	681815	-0.72442	-1.5829e-4	-0.72426	ENSG00000082516	ENSMUSG00000037275
29093	5	154310633	154350471	34	6	685090	-0.36328	-1.5829e-4	-0.36312	ENSG00000082515	ENSMUSG00000020514
285643	5	154383260	154399185	16	4	682957	-0.89344	-1.5829e-4	-0.89328	ENSG00000226650	NA
6444	5	155452147	156196299	693	47	685567	1.1926	-1.5829e-4	1.1928	ENSG00000170624	ENSMUSG00000020354
91937	5	156344793	156400266	23	5	708473	-1.0953	-1.5829e-4	-1.0951	ENSG00000145850	ENSMUSG00000055546
26762	5	156454489	156496130	36	7	753806	0.56255	-1.5829e-4	0.56271	ENSG00000113249	NA
84868	5	156511343	156546248	38	4	682656	-0.42268	-1.5829e-4	-0.42252	ENSG00000135077	ENSMUSG00000020399
9443	5	156563951	156579921	19	3	696607	-0.54345	-1.5829e-4	-0.5433	ENSG00000155868	ENSMUSG00000020397
153745	5	156587843	156603279	12	3	687160	-0.63321	-1.5829e-4	-0.63305	ENSG00000170613	ENSMUSG00000020401
3702	5	156597907	156683609	110	21	685385	-2.3639	-1.5829e-4	-2.3637	ENSG00000113263	ENSMUSG00000020395
26999	5	156683091	156824106	192	16	688270	-1.1858	-1.5829e-4	-1.1856	ENSG00000055163	ENSMUSG00000020340
408263	5	156767107	156782729	23	4	688152	-0.37336	-1.5829e-4	-0.3732	ENSG00000172568	ENSMUSG00000048721
8728	5	156820571	157012831	190	24	685934	-1.7716	-1.5829e-4	-1.7714	ENSG00000135074	ENSMUSG00000011256
348938	5	156877027	156903230	29	6	692520	-2.2027	-1.5829e-4	-2.2025	ENSG00000172548	ENSMUSG00000020411
11063	5	157050304	157109138	39	6	684743	0.24436	-1.5829e-4	0.24452	ENSG00000039600	ENSMUSG00000040489
100190949	5	157088561	157108662	9	3	684527	-1.3695	-1.5829e-4	-1.3694	ENSG00000187658	ENSMUSG00000020434
54974	5	157148323	157168482	21	5	685335	0.094385	-1.5829e-4	0.094543	ENSG00000113272	ENSMUSG00000011254
134353	5	157160755	157185246	21	3	686464	0.41677	-1.5829e-4	0.41693	ENSG00000155858	ENSMUSG00000044847
9685	5	157211251	157296183	84	9	690669	-0.93751	-1.5829e-4	-0.93735	ENSG00000113282	ENSMUSG00000006169
1879	5	158121416	158536788	336	39	688050	2.8282	-1.5829e-4	2.8284	ENSG00000164330	ENSMUSG00000057098
153830	5	158582917	158647061	46	9	691080	0.66013	-1.5829e-4	0.66029	ENSG00000145860	ENSMUSG00000019189
134510	5	158680089	158714548	27	5	683432	2.5473	-1.5829e-4	2.5474	ENSG00000164332	ENSMUSG00000041231
3593	5	158740291	158767481	37	8	683418	1.2779	-1.5829e-4	1.278	ENSG00000113302	ENSMUSG00000004296
147	5	159333740	159401517	42	8	692877	-1.6278	-1.5829e-4	-1.6277	ENSG00000170214	ENSMUSG00000050541
7265	5	159426156	159494050	44	6	681191	1.1783	-1.5829e-4	1.1784	ENSG00000113312	ENSMUSG00000041278
114825	5	159501389	159556452	19	2	691989	0.50681	-1.5829e-4	0.50697	ENSG00000170234	ENSMUSG00000044950
2172	5	159604374	159667229	40	7	689936	0.29265	-1.5829e-4	0.29281	ENSG00000170231	ENSMUSG00000020405
79616	5	159677166	159749602	57	12	687223	1.7897	-1.5829e-4	1.7898	ENSG00000135083	ENSMUSG00000044707
114898	5	159773261	159807657	38	6	686732	-1.6882	-1.5829e-4	-1.688	ENSG00000145861	ENSMUSG00000046491
63920	5	159818655	159837060	14	4	687258	-0.027984	-1.5829e-4	-0.027826	ENSG00000221886	NA
10569	5	159827148	159856168	29	7	687520	-0.23604	-1.5829e-4	-0.23588	ENSG00000164609	ENSMUSG00000020409
9232	5	159838865	159857247	21	6	688446	-0.24848	-1.5829e-4	-0.24832	ENSG00000164611	NA
23120	5	159988627	160289219	324	37	685478	1.3363	-1.5829e-4	1.3364	ENSG00000118322	ENSMUSG00000055415
2561	5	160713926	160985130	254	25	686754	0.84283	-1.5829e-4	0.84298	ENSG00000145864	ENSMUSG00000007653
2559	5	161102658	161131098	23	3	691223	-1.5343	-1.5829e-4	-1.5342	ENSG00000145863	ENSMUSG00000020428
2554	5	161264197	161328465	45	6	682978	0.49355	-1.5829e-4	0.49371	ENSG00000022355	ENSMUSG00000010803
2566	5	161484648	161584045	70	14	676476	-0.48991	-1.5829e-4	-0.48975	ENSG00000113327	ENSMUSG00000020436
900	5	162854573	162873522	6	3	658881	-0.82604	-1.5829e-4	-0.82588	ENSG00000113328	ENSMUSG00000020326
3161	5	162877517	162920451	44	7	686090	-0.47144	-1.5829e-4	-0.47128	ENSG00000072571	ENSMUSG00000020330
134492	5	162879086	162897143	17	4	687869	-1.4906	-1.5829e-4	-1.4904	ENSG00000170584	ENSMUSG00000020328
27430	5	162920070	162947859	21	5	691737	2.2796	-1.5829e-4	2.2798	ENSG00000038274	ENSMUSG00000042032
57451	5	166396083	167692662	1104	133	682279	3.5177	-1.5829e-4	3.5179	ENSG00000145934	ENSMUSG00000049336
23286	5	167709065	167900808	195	46	683599	2.8859	-1.5829e-4	2.886	ENSG00000113645	ENSMUSG00000018849
5917	5	167903463	167947811	68	7	683771	0.88974	-1.5829e-4	0.8899	ENSG00000113643	ENSMUSG00000018848
79646	5	167981128	168016614	11	3	693849	-0.10866	-1.5829e-4	-0.1085	ENSG00000120137	ENSMUSG00000018846
6586	5	168087238	168738133	825	121	685633	1.1326	-1.5829e-4	1.1327	ENSG00000184347	ENSMUSG00000056427
54908	5	169000638	169033282	31	3	693162	0.58764	-1.5829e-4	0.58779	ENSG00000040275	ENSMUSG00000069910
1794	5	169054251	169511886	603	73	684872	-1.0289	-1.5829e-4	-1.0288	ENSG00000134516	ENSMUSG00000020143
100131897	5	169289219	169417744	174	34	684856	-1.3467	-1.5829e-4	-1.3466	ENSG00000204767	ENSMUSG00000069911
2299	5	169522917	169538229	35	7	686882	-1.1961	-1.5829e-4	-1.196	ENSG00000168269	ENSMUSG00000047861
133874	5	169649916	169674735	8	2	695756	-2.7573	-1.5829e-4	-2.7571	ENSG00000234511	NA
3937	5	169673588	169734822	43	14	665501	-2.5843	-1.5829e-4	-2.5841	ENSG00000043462	ENSMUSG00000002699
30820	5	169770491	170165136	514	85	682788	-1.7002	-1.5829e-4	-1.7	ENSG00000182132	ENSMUSG00000053519
3779	5	169803665	169826681	38	8	689644	-0.87433	-1.5829e-4	-0.87417	ENSG00000145936	ENSMUSG00000020155
2568	5	170200723	170242551	61	11	681753	1.7637	-1.5829e-4	1.7639	ENSG00000094755	ENSMUSG00000020159
64901	5	170278880	170728954	263	12	681869	5.1322	-1.5829e-4	5.1324	ENSG00000204764	ENSMUSG00000040594
30012	5	170726288	170740638	9	2	687288	3.769	-1.5829e-4	3.7692	ENSG00000164438	ENSMUSG00000040610
4869	5	170804652	170839388	15	2	683921	-0.267	-1.5829e-4	-0.26684	ENSG00000181163	ENSMUSG00000090602
8817	5	170836667	170886130	18	5	697237	-0.05968	-1.5829e-4	-0.059522	ENSG00000156427	ENSMUSG00000057967
644994	5	171202819	171219629	25	5	667452	-1.371	-1.5829e-4	-1.3708	ENSG00000185662	ENSMUSG00000020270
23291	5	171287053	171443877	73	5	669503	-1.7976	-1.5829e-4	-1.7974	ENSG00000072803	ENSMUSG00000020271
6793	5	171467574	171625346	175	33	682419	-1.7266	-1.5829e-4	-1.7264	ENSG00000072786	ENSMUSG00000020272
285588	5	171611176	171631958	8	3	695208	-1.57	-1.5829e-4	-1.5698	ENSG00000214360	ENSMUSG00000044056
92181	5	171635148	171720795	45	5	677594	-1.6208	-1.5829e-4	-1.6207	ENSG00000168246	ENSMUSG00000044949
285590	5	171750685	171891527	168	17	685437	-0.7927	-1.5829e-4	-0.79254	ENSG00000174705	ENSMUSG00000040711
54492	5	172058266	172120043	45	10	675164	-1.5193	-1.5829e-4	-1.5192	ENSG00000214357	ENSMUSG00000034413
101928093	5	172172656	172191058	13	4	675530	-2.3552	-1.5829e-4	-2.355	NA	NA
1843	5	172193593	172208203	10	4	676941	-1.7641	-1.5829e-4	-1.7639	ENSG00000120129	ENSMUSG00000024190
57222	5	172251223	172381188	100	22	679313	0.51192	-1.5829e-4	0.51208	ENSG00000113719	ENSMUSG00000001576
51121	5	172375917	172398274	13	5	680308	0.19705	-1.5829e-4	0.1972	ENSG00000037241	NA
8992	5	172400763	172463400	35	8	673154	-0.2143	-1.5829e-4	-0.21414	ENSG00000113732	ENSMUSG00000015575
153222	5	172473355	172567791	36	4	696364	0.093898	-1.5829e-4	0.094056	ENSG00000164463	ENSMUSG00000048249
662	5	172561445	172592890	21	5	682765	0.77064	-1.5829e-4	0.7708	ENSG00000113734	ENSMUSG00000024191
1482	5	172657607	172672315	4	1	689532	-0.60632	-1.5829e-4	-0.60617	ENSG00000183072	ENSMUSG00000015579
8614	5	172740226	172766506	10	4	642507	-0.61125	-1.5829e-4	-0.61109	ENSG00000113739	ENSMUSG00000020303
91272	5	173032648	173053706	15	4	689427	2.6151	-1.5829e-4	2.6153	ENSG00000145919	NA
80315	5	173305331	173388813	66	11	732340	2.7406	-1.5829e-4	2.7408	ENSG00000113742	ENSMUSG00000020300
133491	5	173406162	173434643	26	4	701664	-0.60421	-1.5829e-4	-0.60405	ENSG00000185056	ENSMUSG00000020299
51617	5	173462607	173537682	35	4	692118	-0.10233	-1.5829e-4	-0.10217	ENSG00000170091	ENSMUSG00000020297
4488	5	174141575	174159402	8	2	672180	1.7103	-1.5829e-4	1.7104	ENSG00000120149	ENSMUSG00000021469
1812	5	174866175	174881163	15	4	673199	-0.028554	-1.5829e-4	-0.028396	ENSG00000184845	ENSMUSG00000021478
94081	5	174895514	174958245	71	8	682910	2.0135	-1.5829e-4	2.0137	ENSG00000164466	ENSMUSG00000021474
3274	5	175074847	175137739	27	5	677443	0.40811	-1.5829e-4	0.40826	ENSG00000113749	ENSMUSG00000034987
10814	5	175213542	175312524	106	17	686346	-0.49096	-1.5829e-4	-0.4908	ENSG00000145920	ENSMUSG00000025867
375484	5	175655370	175774492	34	5	692426	-0.56857	-1.5829e-4	-0.56841	ENSG00000170085	ENSMUSG00000043183
57179	5	175771565	175798809	16	4	682359	-0.64352	-1.5829e-4	-0.64336	ENSG00000122203	ENSMUSG00000025871
285598	5	175782477	175802434	6	2	665743	-0.60333	-1.5829e-4	-0.60317	ENSG00000175414	ENSMUSG00000025870
192286	5	175805784	175818251	8	3	686168	-0.43729	-1.5829e-4	-0.43714	ENSG00000146066	NA
51491	5	175809440	175825763	9	3	683679	-0.36356	-1.5829e-4	-0.3634	ENSG00000048162	ENSMUSG00000025869
1212	5	175817956	175853570	11	3	653320	-0.084724	-1.5829e-4	-0.084566	ENSG00000175416	ENSMUSG00000047547
23197	5	175865356	175938575	38	6	684800	-0.14848	-1.5829e-4	-0.14832	ENSG00000113194	ENSMUSG00000025873
22838	5	175952200	175975026	3	2	678676	-1.4347	-1.5829e-4	-1.4345	ENSG00000146083	ENSMUSG00000034928
54825	5	175959512	176024269	39	7	682823	1.4486	-1.5829e-4	1.4487	ENSG00000074276	ENSMUSG00000034918
114787	5	176021303	176054339	13	4	669725	1.1663	-1.5829e-4	1.1664	ENSG00000169258	ENSMUSG00000069227
6620	5	176045710	176067557	10	3	678277	-1.9117	-1.5829e-4	-1.9115	ENSG00000074317	ENSMUSG00000034891
253314	5	176047683	176075142	12	4	680886	-1.8215	-1.5829e-4	-1.8214	ENSG00000175766	ENSMUSG00000074895
26262	5	176064388	176087559	22	3	683877	-0.54808	-1.5829e-4	-0.54792	ENSG00000048140	ENSMUSG00000025875
90249	5	176227560	176309399	35	8	655797	0.79545	-1.5829e-4	0.79561	ENSG00000113763	ENSMUSG00000025876
3101	5	176306370	176336333	30	7	678689	-0.80688	-1.5829e-4	-0.80673	ENSG00000160883	ENSMUSG00000025877
51720	5	176330506	176443795	49	7	681957	-1.3123	-1.5829e-4	-1.3121	ENSG00000087206	ENSMUSG00000025878
23567	5	176439681	176509689	43	4	676606	-0.5421	-1.5829e-4	-0.54194	ENSG00000113761	ENSMUSG00000021481
2264	5	176503906	176526643	12	3	689471	2.468	-1.5829e-4	2.4681	ENSG00000160867	ENSMUSG00000005320
101928726	5	176531322	176558835	14	4	698272	0.41748	-1.5829e-4	0.41763	NA	NA
64324	5	176550026	176728714	61	8	695542	0.34667	-1.5829e-4	0.34682	ENSG00000165671	ENSMUSG00000021488
27166	5	176720763	176735460	5	2	725980	0.92039	-1.5829e-4	0.92055	ENSG00000169230	ENSMUSG00000021486
53917	5	176726699	176740744	4	2	682091	0.2388	-1.5829e-4	0.23896	ENSG00000169228	ENSMUSG00000034789
83463	5	176731001	176751096	6	3	682537	1.3352	-1.5829e-4	1.3354	ENSG00000213347	ENSMUSG00000021485
10960	5	176757063	176788885	13	1	698698	-0.52669	-1.5829e-4	-0.52654	ENSG00000169223	ENSMUSG00000021484
10636	5	176774704	176801099	7	1	712864	-0.77335	-1.5829e-4	-0.77319	ENSG00000169220	ENSMUSG00000052087
6569	5	176801432	176827349	5	2	677258	-1.3155	-1.5829e-4	-1.3154	ENSG00000131183	ENSMUSG00000021490
345456	5	176825608	176837637	1	1	648849	0.59767	-1.5829e-4	0.59783	ENSG00000196570	ENSMUSG00000044444
2161	5	176827639	176846577	3	1	630755	0.92675	-1.5829e-4	0.9269	ENSG00000131187	ENSMUSG00000021492
2870	5	176843687	176871350	8	2	666406	0.19587	-1.5829e-4	0.19603	ENSG00000198055	ENSMUSG00000074886
80758	5	176863796	176884787	7	1	671215	-0.69668	-1.5829e-4	-0.69652	ENSG00000131188	ENSMUSG00000034686
1627	5	176882113	176910694	8	1	655034	-0.10541	-1.5829e-4	-0.10526	ENSG00000113758	ENSMUSG00000034675
79930	5	176927405	176947490	1	1	550843	-0.75508	-1.5829e-4	-0.75492	ENSG00000146094	ENSMUSG00000035711
54540	5	176945290	176991548	2	1	632761	-1.673	-1.5829e-4	-1.6729	ENSG00000146067	ENSMUSG00000021495
54732	5	177009213	177024608	1	1	655781	-2.0753	-1.5829e-4	-2.0751	ENSG00000184840	ENSMUSG00000058569
11285	5	177017119	177038848	5	2	658853	-0.86451	-1.5829e-4	-0.86436	ENSG00000027847	ENSMUSG00000021504
5626	5	177417736	177433243	6	2	692734	-1.4559	-1.5829e-4	-1.4557	ENSG00000175325	ENSMUSG00000044542
23138	5	177530556	177554607	7	2	662124	-0.82572	-1.5829e-4	-0.82556	ENSG00000145911	ENSMUSG00000001053
64777	5	177548002	177577067	13	3	664113	-1.0903	-1.5829e-4	-1.0901	ENSG00000145916	ENSMUSG00000001054
55651	5	177574964	177590961	3	2	681981	-1.1298	-1.5829e-4	-1.1297	ENSG00000145912	ENSMUSG00000001056
3182	5	177621508	177639684	13	5	674286	-0.8975	-1.5829e-4	-0.89734	ENSG00000197451	ENSMUSG00000020358
85007	5	177633975	177669823	46	14	671449	-0.039853	-1.5829e-4	-0.039694	ENSG00000175309	ENSMUSG00000020359
91522	5	177663117	178027573	427	74	675687	-2.3935	-1.5829e-4	-2.3934	ENSG00000050767	ENSMUSG00000063564
57396	5	178028164	178064093	20	4	682706	-1.4476	-1.5829e-4	-1.4474	ENSG00000113240	ENSMUSG00000020385
6940	5	178137022	178167703	13	4	686727	-1.7417	-1.5829e-4	-1.7415	ENSG00000169131	ENSMUSG00000020364
117608	5	178276954	178312924	29	5	689244	-1.0468	-1.5829e-4	-1.0467	ENSG00000178338	ENSMUSG00000020335
80108	5	178312899	178361713	60	8	691744	-0.7547	-1.5829e-4	-0.75454	ENSG00000198939	ENSMUSG00000049321
285676	5	178358194	178394718	22	5	685187	-1.1781	-1.5829e-4	-1.1779	ENSG00000178187	ENSMUSG00000048728
2916	5	178403828	178432124	32	10	671700	0.98807	-1.5829e-4	0.98823	ENSG00000113262	ENSMUSG00000000617
345462	5	178440776	178462888	30	4	685466	2.66	-1.5829e-4	2.6602	ENSG00000234284	ENSMUSG00000044296
30832	5	178477607	178511522	31	7	669023	2.5861	-1.5829e-4	2.5862	ENSG00000177932	ENSMUSG00000044807
9509	5	178536352	178782431	265	60	667016	0.79401	-1.5829e-4	0.79417	ENSG00000087116	ENSMUSG00000036545
80230	5	178967562	179038527	33	5	687122	1.9517	-1.5829e-4	1.9519	ENSG00000176783	ENSMUSG00000020375
3187	5	179039679	179060722	8	2	696104	0.91947	-1.5829e-4	0.91963	ENSG00000169045	ENSMUSG00000007850
646019	5	179104059	179117975	4	1	689237	0.13506	-1.5829e-4	0.13522	ENSG00000204659	ENSMUSG00000050087
821	5	179115019	179160142	11	3	689349	2.1144	-1.5829e-4	2.1146	ENSG00000127022	ENSMUSG00000020368
9794	5	179149833	179209535	22	4	695194	2.5965	-1.5829e-4	2.5967	ENSG00000161021	ENSMUSG00000050567
4056	5	179209263	179225116	2	1	692170	0.88686	-1.5829e-4	0.88702	ENSG00000213316	ENSMUSG00000020377
11282	5	179223097	179243952	4	2	673194	1.9106	-1.5829e-4	1.9107	ENSG00000161013	ENSMUSG00000036620
8878	5	179223388	179266578	17	5	679715	-0.1604	-1.5829e-4	-0.16024	ENSG00000161011	ENSMUSG00000015837
51149	5	179262427	179295867	21	6	684580	0.0085932	-1.5829e-4	0.0087515	ENSG00000161010	ENSMUSG00000020381
23061	5	179287571	179344879	35	4	684037	-1.1754	-1.5829e-4	-1.1753	ENSG00000197226	ENSMUSG00000036644
55819	5	179380567	179509118	105	13	684652	-2.088	-1.5829e-4	-2.0879	ENSG00000113269	ENSMUSG00000020376
255426	5	179526295	179646130	81	24	655399	0.9654	-1.5829e-4	0.96555	ENSG00000146090	ENSMUSG00000020374
5601	5	179659094	179729071	54	9	687132	-1.5575	-1.5829e-4	-1.5573	ENSG00000050748	ENSMUSG00000020366
9945	5	179726198	179790341	47	12	688831	-0.68154	-1.5829e-4	-0.68138	ENSG00000131459	ENSMUSG00000020363
57472	5	179911412	180006858	71	5	692046	0.67809	-1.5829e-4	0.67825	ENSG00000113300	ENSMUSG00000020362
92304	5	180015605	180028487	5	3	680459	-0.77117	-1.5829e-4	-0.77101	ENSG00000161055	ENSMUSG00000064057
2324	5	180027006	180086624	46	14	671326	0.013816	-1.5829e-4	0.013975	ENSG00000037280	ENSMUSG00000020357
134083	5	180164623	180177058	20	5	683659	-2.7613	-1.5829e-4	-2.7611	ENSG00000174339	ENSMUSG00000063386
4245	5	180216041	180247939	8	2	672881	-0.4452	-1.5829e-4	-0.44505	ENSG00000131446	ENSMUSG00000020346
643836	5	180270935	180298334	3	1	604027	1.8334	-1.5829e-4	1.8336	ENSG00000196670	ENSMUSG00000046311
79908	5	180316077	180379406	1	1	552533	0.92394	-1.5829e-4	0.9241	ENSG00000113303	NA
10917	5	180405845	180435227	9	2	654108	-1.429	-1.5829e-4	-1.4289	ENSG00000168903	NA
153579	5	180457203	180490023	21	3	657158	-1.3355	-1.5829e-4	-1.3353	ENSG00000165810	ENSMUSG00000040283
26693	5	180549839	180566557	14	4	655963	0.40912	-1.5829e-4	0.40928	ENSG00000185372	ENSMUSG00000040328
285659	5	180571943	180584390	24	5	673401	0.55385	-1.5829e-4	0.55401	ENSG00000182613	ENSMUSG00000047511
81786	5	180619424	180642293	16	3	674556	-0.25244	-1.5829e-4	-0.25229	ENSG00000146054	ENSMUSG00000040350
90933	5	180640263	180664308	15	3	668450	1.9774	-1.5829e-4	1.9776	ENSG00000146063	ENSMUSG00000040365
10399	5	180662428	180681209	28	4	674668	1.8158	-1.5829e-4	1.8159	ENSG00000204628	ENSMUSG00000020372
84851	5	180681873	180698161	13	3	665774	0.50362	-1.5829e-4	0.50378	ENSG00000183718	ENSMUSG00000022113
56940	6	282101	352855	2	1	510667	0.0041892	-1.5829e-4	0.0043475	ENSG00000112679	ENSMUSG00000069255
3662	6	381739	412943	35	8	672575	0.70878	-1.5829e-4	0.70894	ENSG00000137265	ENSMUSG00000021356
55770	6	483638	703141	308	30	686441	-2.2028	-1.5829e-4	-2.2026	ENSG00000112685	ENSMUSG00000021357
135458	6	654439	666964	8	2	666890	-1.0927	-1.5829e-4	-1.0926	ENSG00000188996	ENSMUSG00000076430
101927353	6	899946	912555	6	3	683002	-2.0071	-1.5829e-4	-2.0069	NA	NA
94234	6	1302675	1316493	8	2	686262	-0.15876	-1.5829e-4	-0.1586	ENSG00000164379	ENSMUSG00000038415
2295	6	1380069	1397332	10	5	616447	0.16584	-1.5829e-4	0.166	ENSG00000137273	ENSMUSG00000038402
2296	6	1600681	1615632	5	2	689716	-0.3691	-1.5829e-4	-0.36894	ENSG00000054598	ENSMUSG00000050295
2762	6	1622535	2255868	621	71	681728	-0.027658	-1.5829e-4	-0.0275	ENSG00000112699	ENSMUSG00000038372
340156	6	2662363	2775615	198	31	683480	-1.2264	-1.5829e-4	-1.2262	ENSG00000145949	ENSMUSG00000044951
56897	6	2755575	2787479	40	7	688624	1.5739	-1.5829e-4	1.574	ENSG00000124535	ENSMUSG00000021400
1992	6	2831066	2852283	21	6	645874	-1.7302	-1.5829e-4	-1.73	ENSG00000021355	NA
5272	6	2885999	2913546	18	6	656464	-2.4422	-1.5829e-4	-2.4421	ENSG00000170542	NA
5269	6	2946893	2982399	43	8	686069	-2.399	-1.5829e-4	-2.3989	ENSG00000124570	NA
4835	6	2990067	3021497	47	9	679939	-1.9328	-1.5829e-4	-1.9326	ENSG00000124588	ENSMUSG00000046949
8737	6	3054201	3116921	27	7	640349	-0.73206	-1.5829e-4	-0.7319	ENSG00000137275	ENSMUSG00000021408
670	6	3108926	3155333	32	3	661994	0.94437	-1.5829e-4	0.94453	ENSG00000137274	ENSMUSG00000038286
7280	6	3152400	3167783	9	2	664061	1.2208	-1.5829e-4	1.221	ENSG00000137267	ENSMUSG00000058672
347733	6	3222995	3237968	2	1	651158	0.28279	-1.5829e-4	0.28295	ENSG00000137285	ENSMUSG00000045136
